167;Bande dessinée;La quatrième aventure de Tintin a été publiée en 1934 et se déroule en Égypte. Quel en est le titre?;Les cigares du pharaon;Les secrets du pharaon;Les bijoux du pharaon;La momie et le pharaon;http://fr.wikipedia.org/wiki/Les_Aventures_de_Tintin_et_Milou
168;Bande dessinée;Quel est le surnom de Bianca Castafiore?;Rossignol milanais;Belle au nez crochu;Cantatrice;Dame aux mille chansons;http://fr.wikipedia.org/wiki/Bianca_Castafiore
169;Bande dessinée;William et Averell sont deux des quatre frères Dalton dans les albums de Lucky Luke. Comment se prénomment les deux autres?;Joe et Jack;Jim et John;John et Joe;Jack et Jim;http://fr.wikipedia.org/wiki/Frères_Dalton
170;Bande dessinée;Quelle petite héroïne fut inventée par Quino?;Mafalda;Joanna;Esmeralda;Latifah;http://fr.wikipedia.org/wiki/Quino
171;Bande dessinée;A quelle célèbre salle de concerts italienne est rattachée la grande artiste lyrique Bianca Castafiore?;Scala de Milan;Palaisosaki de Turin;Renati de Cagliari;Prava de Rivoli;http://fr.wikipedia.org/wiki/Bianca_Castafiore
172;Bande dessinée;Dans la famille de Boule et Bill, quel animal porte le prénom de Caroline?;Tortue;Chatte;Souris;Perruche;http://fr.wikipedia.org/wiki/Boule_et_Bill
173;Bande dessinée;Quel juron du capitaine Haddock apparaît le plus souvent dans les albums de Tintin?;Mille sabords;Nom de Zeus;Tonnerre du diable;Boursicot;http://fr.wikipedia.org/wiki/Capitaine_Haddock
174;Bande dessinée;De quelle planète est originaire Superman?;Krypton;Vulcain;Galactica;Vénus;http://fr.wikipedia.org/wiki/Superman
175;Dessin animé;Quel est le prénom de la petite amie de Donald Duck?;Daisy;Daffy;Dolores;Dorothée;http://fr.wikipedia.org/wiki/Donald_Duck
176;Bande dessinée;En quelle année Lucky Luke a-t-il été publié pour la première fois?;1947;1937;1957;1967;http://fr.wikipedia.org/wiki/Lucky_Luke
177;Bande dessinée;Quel animal niche dans les arbres de la jungle de Palombie?;Marsupilami;Yeti;Ouistiti;Yakari;http://fr.wikipedia.org/wiki/Palombie
178;Bande dessinée;Quel est le véritable nom de Peyo?;Pierre Culliford;René Durriford;Jean Gulliford;Léon Morridord;http://fr.wikipedia.org/wiki/Peyo
179;Bande dessinée;Quel est le prénom du capitaine Haddock?;Archibald;Isidore;Gustave;Mauricien;http://fr.wikipedia.org/wiki/Capitaine_Haddock
180;Bande dessinée;A quelle race appartient le chien Milou?;Fox-Terrier;Berger allemand;Bouvier bernois;Teckel à poil court;http://fr.wikipedia.org/wiki/Milou
181;Bande dessinée;Qui associe-t-on généralement à Philip Mortimer?;Francis Blake;Arthur Berckmans;Bernard Dumont;Franco Bonvicini;http://fr.wikipedia.org/wiki/Philip_Mortimer
182;Bande dessinée;Pour quel journal travaille Clark Kent, alias Superman?;Daily Planet;Daily Press;New Daily;Daily News;http://fr.wikipedia.org/wiki/Superman
183;Bande dessinée;Quel juron du capitaine Haddock fait allusion à un port de France?;Tonnerre de Brest;Chenapan de Caen;Vieux raisin de Bordeaux;Canaille de Cherbourg;http://fr.wikipedia.org/wiki/Capitaine_Haddock
184;Bande dessinée;Quel héros de BD américaine fut créé en 1929 par Elzie Crisler Segar?;Popeye;Hercule;Gigantor;Hulk;http://fr.wikipedia.org/wiki/Popeye
185;Bande dessinée;Le dernier album complet de Tintin est paru en 1976. Quel en était le titre?;Tintin et les Picaros;Tintin au Congo;Tintin au Tibet;Vol 714 pour Sydney;http://fr.wikipedia.org/wiki/Les_Aventures_de_Tintin_et_Milou
186;Bande dessinée;Dans quelle aventure Tintin rencontre-t-il pour la première fois Rastapopoulos?;Les cigares du pharaon;Tintin en Amérique;Tintin au Tibet;Vol 714 pour Sydney;http://fr.wikipedia.org/wiki/Les_Aventures_de_Tintin_et_Milou
187;Bande dessinée;Dans quelle aventure Tintin rencontre-t-il pour la première fois les Dupond et Dupont?;Les cigares du pharaon;Tintin au Congo;Tintin au Tibet;Vol 714 pour Sydney;http://fr.wikipedia.org/wiki/Les_Aventures_de_Tintin_et_Milou
188;Bande dessinée;Quel personnage tire au revolver plus vite que son ombre?;Lucky Luke;Zorro;Bob Morane;Speedy Gonzales;http://fr.wikipedia.org/wiki/Lucky_Luke
189;Bande dessinée;Odie et Jon sont des personnages de quelle bande dessinée?;Garfield;Snoopy;Boule et Bill;Mafalda;http://fr.wikipedia.org/wiki/Garfield
190;Bande dessinée;Comment appelle-t-on les mots qui servent à traduire le son des bruits dans une BD?;Onomatopées;Hyponymies;Diathèses;Interjections;http://fr.wikipedia.org/wiki/Onomatopée
191;Bande dessinée;Quel nom André Franquin a-t-il donné à son animal jaune à la queue démesurément longue?;Marsupilami;Yeti;Ouistiti;Yakari;http://fr.wikipedia.org/wiki/André_Franquin
192;Géographie;Hô-Chi-Minh-Ville est le nouveau nom de...;Saigon;Hanoï;Vientiane;Tokyo;http://fr.wikipedia.org/wiki/Hô-Chi-Minh-Ville
193;Histoire;Quel titre donnait-on à Simon Bolivar (1783-1830)?;Libertador;Conquistador;Dictator;Volador;http://fr.wikipedia.org/wiki/Simón_Bolívar
194;Culture générale;Qui était Moische Zakharovich Shagalov (1887-1985)?;Marc Chagall;Mike Brant;Yul Brynner;Max Ernst;http://fr.wikipedia.org/wiki/Marc_Chagall
195;Musique;Qui a écrit et composé le deuxième album de Vanessa Paradis?;Serge Gainsbourg;Lenny Kravitz;Johnny Depp;Alain Bashung;http://fr.wikipedia.org/wiki/Vanessa_Paradis
196;Culture générale;Dans quel pays a lieu le 'Paléo Festival Nyon'?;Suisse;Belgique;France;Luxembourg;http://fr.wikipedia.org/wiki/Paléo_Festival_Nyon
197;Cinéma;Qui est le réalisateur du film 'Danse avec les loups'?;Kevin Costner;Francis Ford Coppola;Oliver Stone;Steven Spielberg;http://fr.wikipedia.org/wiki/Danse_avec_les_loups
198;Sports;Dans quel sport Rocky Marciano (1923-1969) était-il imbattable?;Boxe;Tennis;Escrime;Catch;http://fr.wikipedia.org/wiki/Rocky_Marciano
199;Sports;Quel métier exerçait Juan Manuel Fangio (1911-1995)?;Pilote de course;Nageur;Boxeur;Coureur cycliste;http://fr.wikipedia.org/wiki/Juan_Manuel_Fangio
200;Sciences;Quels muscles peuvent être qualifiés de 'tablettes de chocolat' quand ils sont développés?;Abdominaux;Adducteurs;Triceps;Biceps;http://fr.wikipedia.org/wiki/Abdominaux
201;Cinéma;Laquelle de ces actrices ne figure pas au générique du film 'The hours'?;Glenn Close;Meryl Streep;Nicole Kidman;Julianne Moore;http://fr.wikipedia.org/wiki/The_Hours
202;Géographie;Dans quel pays se situe la Kabylie?;Algérie;Tunisie;Maroc;Irak;http://fr.wikipedia.org/wiki/Kabylie
203;Sports;Quel sport fut créé par Jigoro Kano?;Judo Kodokan;Karaté;Sumo;Tae kwon do;http://fr.wikipedia.org/wiki/Jigoro_Kano
204;Sports;Quelle est la nationalité du célèbre coureur cycliste Eddy Merckx?;Belge;Autrichienne;Hollandaise;Suisse;http://fr.wikipedia.org/wiki/Eddy_Merckx
205;Sports;A qui doit-on les jeux Olympiques modernes?;Baron Pierre de Coubertin;Napoléon Bonaparte;Duc de Windsor;Pape Pie XI;http://fr.wikipedia.org/wiki/Pierre_de_Coubertin
206;Littérature;En quelle année fut publié le roman de Louisa May Alcott (1832-1888) 'Les Quatre Filles du docteur March'?;1868;1898;1908;1928;http://fr.wikipedia.org/wiki/Les_Quatre_Filles_du_docteur_March
207;Langue française;Quelle est la signification du mot 'capharnaüm'?;Lieu en désordre;Lieu inexistant;Lieu perdu;Lieu secret;http://fr.wikipedia.org/wiki/Capharnaüm
208;Littérature;Qui a écrit 'Jacquou le Croquant'?;Eugène Le Roy;Edmond About;Emile Zola;Honoré de Balzac;http://fr.wikipedia.org/wiki/Eugène_Le_Roy
209;Sciences;Quels objets sont à la base de la numismatique?;Monnaies et médailles;Timbres et cachets;Herbes et coquillages;Plantes et arbres;http://fr.wikipedia.org/wiki/Numismatique
210;Histoire;Que signifie la locution latine 'Alea jacta est'?;Le sort en est jeté;La mort en fait partie;Soyons courageux;Qui vivra verra;http://fr.wikipedia.org/wiki/Alea_jacta_est
211;Histoire;Quel était le prénom de Mérimée (1803-1870)?;Prosper;Jean;Charles;Archibald;http://fr.wikipedia.org/wiki/Prosper_Mérimée
212;Arts;Quel était le véritable nom de Molière (1622-1673)?;Jean-Baptiste Poquelin;Jean-Baptiste Condorcet;Jean-Baptiste Ménard;Jean-Baptiste Seclin;http://fr.wikipedia.org/wiki/Molière
213;Télévision;Qui a tué Laura Palmer?;Son père;Sa mère;Sa cousine;Son petit ami;http://fr.wikipedia.org/wiki/Mystères_à_Twin_Peaks
214;Cinéma;Qui est le metteur en scène du film 'Le Parrain'?;Coppola;Pollack;Brooks;Scorsese;http://fr.wikipedia.org/wiki/Le_Parrain_(film)
215;Arts;Le futurisme est un mouvement...;Italien;Français;Anglais;Allemand;http://fr.wikipedia.org/wiki/Futurisme
216;Nature;Quel sous-produit résulte de la distillation de matières organiques telles que le charbon ou le bois?;Goudron;Bitume;Stuc;Plâtre;http://fr.wikipedia.org/wiki/Goudron
217;Culture générale;Quel métier exerçait Loïe Fuller (1862-1928), célèbre pour ses voiles?;Danseuse;Photographe;Criminelle;Exploratrice;http://fr.wikipedia.org/wiki/Loïe_Fuller
218;Culture générale;Quelle est la couleur du timbre fiscal de la série 'Cérès de Corrientes'?;Noire;Rouge;Verte;Orange;http://fr.wikipedia.org/wiki/Cérès_de_Corrientes
219;Musique;Quel musicien célèbre était sourd?;Beethoven;Wagner;Bach;Mozart;http://fr.wikipedia.org/wiki/Ludwig_van_Beethoven
220;Musique;Qui était surnommé 'Satchmo'?;Louis Armstrong;Ray Charles;George Gershwin;Sydney Bechet;http://fr.wikipedia.org/wiki/Louis_Armstrong
221;Littérature;Comment se prénomme le héros de 'Moby Dick'?;Achab;Pequod;Merousse;Pachir;http://fr.wikipedia.org/wiki/Moby_Dick
222;Sciences;Notre squelette est composé de...;206 os;306 os;406 os;506 os;http://fr.wikipedia.org/wiki/Squelette
223;Culture générale;La galerne est un vent qui souffle...;Du nord-ouest;Du sud-ouest;Du nord-est;Du sud-est;http://fr.wikipedia.org/wiki/Galerne
224;Sports;En quelle année la Fédération internationale de ski (FIS) a-t-elle été  fondée?;1924;1932;1947;1912;http://fr.wikipedia.org/wiki/Fédération_internationale_de_ski
225;Sciences;Qui a reçu le prix Nobel de physique en 1922?;Niels Bohr;Charles Guillaume;Albert Einstein;Max Planck;http://fr.wikipedia.org/wiki/Prix_Nobel_de_physique
226;Géographie;Les îles Kerguelen sont...;Françaises;Danoises;Britanniques;Espagnoles;http://fr.wikipedia.org/wiki/Îles_Kerguelen
227;Sciences;Que signifie le préfixe 'téra', extrait du système international (SI)?;10 exposant 12;10 exposant 9;10 exposant 15;10 exposant 20;http://fr.wikipedia.org/wiki/Téra
228;Sciences;Qui a posé les fondements de la théorie des quanta?;Max Planck;James Franck;Victor Heiss;Niels Bohr;http://fr.wikipedia.org/wiki/Théorie_des_quanta
229;Culture générale;Comment appelle-t-on la coiffe des chasseurs alpins?;Tarte;Crêpe;Gâteau;Clafoutis;http://fr.wikipedia.org/wiki/Chasseur_alpin
230;Animaux;Dans quel continent trouve-t-on le mandrill?;Afrique;Asie;Océanie;Europe;http://fr.wikipedia.org/wiki/Mandrillus
231;Géographie;Sur combien de pays le Sahara est-il étendu?;10;5;8;13;http://fr.wikipedia.org/wiki/Sahara
232;Littérature;Quel est le titre du premier livre de Mazarine Pingeot?;Premier roman;Dernier roman;Roman;Fiction;http://fr.wikipedia.org/wiki/Mazarine_Pingeot
233;Bande dessinée;Quel est le métier exercé par Dick Tracy?;Détective;Journaliste;Photographe;Informaticien;http://fr.wikipedia.org/wiki/Dick_Tracy
234;Animaux;A quel insecte coléoptère la firme Volkswagen a-t-elle emprunté le nom pour sa voiture produite depuis 1936?;Coccinelle;Libellule;Taon;Papillon;http://fr.wikipedia.org/wiki/Volkswagen
235;Animaux;Quel petit animal porte parfois le nom vernaculaire de 'rainette'?;Grenouille;Tortue;Hérisson;Libellule;http://fr.wikipedia.org/wiki/Rainette
236;Gastronomie;Dans quoi fait-t-on cuire le riz pour faire un 'nasi lemak'?;Lait de noix de coco;Bouillon de poulet;Sirop de grenadine;Lait de girafe;http://fr.wikipedia.org/wiki/Nasi_lemak
237;Animaux;De quelle couleur est la femelle du merle noir?;Brune;Noire;Blanche;Bleue;http://fr.wikipedia.org/wiki/Merle_(oiseau)
238;Animaux;Quel poisson possède environ 700 dents?;Brochet;Carpe;Truite;Goujon;http://fr.wikipedia.org/wiki/Brochet
239;Animaux;Quel rapace est réputé comme étant le plus rapide du monde?;Faucon pèlerin;Hibou grand-duc;Busard des roseaux;Vautour fauve;http://fr.wikipedia.org/wiki/Faucon_pèlerin
240;Animaux;Quel reptile africain peut faire en sorte que sa peau prenne la couleur du milieu dans lequel il évolue?;Caméléon;Crotale;Genette;Lézard;http://fr.wikipedia.org/wiki/Chamaeleonidae
241;Géographie;Quel fleuve côtier possède le cours le moins développé de France avec une longueur de seulement 1.195 mètres?;Veules;Aa;Paillon;Rance;http://fr.wikipedia.org/wiki/Veules
242;Histoire;Comment Charles Nungesser (1892-1927) et François Coli (1881-1927) ont-ils trouvé la mort?;En avion;En cordée;En voiture;En train;http://fr.wikipedia.org/wiki/Charles_Nungesser
243;Animaux;Tous les félins ont des griffes rétractiles sauf...;Le guépard;Le léopard;La panthère;Le lion;http://fr.wikipedia.org/wiki/Felidae
244;Animaux;Tous les félins sont des chasseurs solitaires sauf...;Le lion;Le puma;Le léopard;La panthère;http://fr.wikipedia.org/wiki/Felidae
245;Animaux;Quel chat domestique, maintenant très répandu dans le monde, est originaire de Thaïlande?;Siamois;Snowshoe;Persan;Balinais;http://fr.wikipedia.org/wiki/Siamois_(chat)
246;Animaux;Quel nom désigne le chien de montagne à poils longs et doux dont les qualités de sauveteur sont légendaires?;Saint-bernard;Labrador;Malinois;Terre-Neuve;http://fr.wikipedia.org/wiki/Saint-bernard
247;Animaux;Quel animal est sans conteste le plus lourd qui vive actuellement sur notre planète?;Baleine bleue;Phoque rouille;Marsouin noir;Requin blanc;http://fr.wikipedia.org/wiki/Baleine_bleue
248;Culture générale;Comment nomme-t-on les grandes profondeurs des océans?;Plaine abyssale;Terra nova;Récifs coralliens;Trou bleu;http://fr.wikipedia.org/wiki/Plaine_abyssale
249;Animaux;Quels poissons ont des organes électriques?;Gymnotes;Perciformes;Téléostéens;Silures;http://fr.wikipedia.org/wiki/Gymnotus
250;Animaux;Quel mammifère cétacé des mers arctiques surnommait-on autrefois 'licorne de mer'?;Narval;Morse;Licorne;Requin blanc;http://fr.wikipedia.org/wiki/Narval
251;Animaux;Laquelle de ces races désigne un petit cheval de trait relativement léger, endurant et rustique?;Comtois;Boulonnais;Breton;Cob Normand;http://fr.wikipedia.org/wiki/Comtois_(cheval)
252;Animaux;Quel poisson marin possède un corps se tenant à la verticale?;Hippocampe;Anguille électrique;Poisson vipère;Saumon;http://fr.wikipedia.org/wiki/Hippocampe_(poisson)
253;Histoire;Quelle est la plus vieille dynastie régnante actuellement?;Alaouite;Windsor;Bourbon;Djogouns;http://fr.wikipedia.org/wiki/Alaouites
254;Histoire;Lequel de ces rois de France a été décapité?;Louis XVI;Louis XVII;Louis XVIII;Louis XV;http://fr.wikipedia.org/wiki/Louis_XVI_de_France
255;Histoire;Quel pays a colonisé la Libye?;Italie;France;Allemagne;Grèce;http://fr.wikipedia.org/wiki/Libye
256;Histoire;A qui doit-on le canal de Suez?;Ferdinand de Lesseps;Léonide Méssine;Andrew Jackson;Jean-François Charles;http://fr.wikipedia.org/wiki/Canal_de_Suez
257;Histoire;En quelle année a eu lieu le massacre de la Saint-Barthélemy?;1572;1672;1772;1472;http://fr.wikipedia.org/wiki/Massacre_de_la Saint-Barthélemy
258;Culture générale;Quel était le surnom du général Franco?;Caudillo;Gaucho;Gringo;Mucho;http://fr.wikipedia.org/wiki/Francisco_Franco
259;Dessin animé;Quel personnage animé est un grand utilisateur des produits ACME?;Vil Coyotte;Elmer Fudd;Donald Duck;Speedy Gonzales;http://fr.wikipedia.org/wiki/Bip_Bip_et_Coyote
260;Histoire;Combien de temps dura le règne de la reine Victoria?;64 ans;47 ans;53 ans;39 ans;http://fr.wikipedia.org/wiki/Victoria_du_Royaume-Uni
261;Histoire;En 1913, à quel pays la Crète a-t-elle été rattachée?;Grèce;Turquie;Italie;Yougoslavie;http://fr.wikipedia.org/wiki/Crète
262;Nature;A partir de quelle plante est fabriqué le tapioca?;Manioc;Guarana;Ginseng;Oseille;http://fr.wikipedia.org/wiki/Tapioca
263;Géographie;Quel lac constitue la source du Nil Blanc?;Lac Victoria;Lac Malawi;Lac Tanganyika;Lac Supérieur;http://fr.wikipedia.org/wiki/Nil_Blanc
264;Géographie;Quelle ville est arrosée par la Barada?;Damas;Moscou;Ankara;Tripoli;http://fr.wikipedia.org/wiki/Barada
265;Culture générale;Quelle unité monétaire est utilisée au Paraguay?;Guarani;Escudo;Peso;Franc;http://fr.wikipedia.org/wiki/Paraguay
266;Géographie;Combien de territoires compte le Canada?;Trois;Un;Deux;Quatre;http://fr.wikipedia.org/wiki/Canada
267;Musique;Quel est le diamètre du disque microsillon utilisé par de nombreux DJ?;30 centimètres;33 centimètres;78 centimètres;45 centimètres;http://fr.wikipedia.org/wiki/Disque_microsillon
268;Cinéma;Qui a réalisé le film 'The Pledge' avec Jack Nicholson et Robin Wright Penn?;Sean Penn;Sam Mendes;Steven Spielberg;Tom Hanks;http://fr.wikipedia.org/wiki/The_Pledge
269;Cinéma;Quel est le véritable nom de Zorro?;Don Diego de la Vega;Alejandro Monastario;Demetrio Lopez Garcia;Alcalde Luis Ramone;http://fr.wikipedia.org/wiki/Zorro
270;Culture générale;Quel engin est piloté par un aérostier?;Montgolfière;Fusée;Avion;Planeur;http://fr.wikipedia.org/wiki/Aérostier
271;Sciences;Qui aurait murmuré cette phrase à la fin de son procès en 1633 : 'Et pourtant elle tourne'?;Galilée;De Vinci;Copernic;Newton;http://fr.wikipedia.org/wiki/Galileo_Galilei
272;Animaux;De quel poisson parle-t-on en évoquant le terme 'fario'?;Truite;Carpe;Brochet;Saumon;http://fr.wikipedia.org/wiki/Truite_fario
273;Musique;Quel est le prénom de la fille du célèbre musicien brésilien Joao Gilberto?;Bebel;Rosanna;Felicia;Hanne;http://fr.wikipedia.org/wiki/João_Gilberto
274;Musique;Lequel de ces albums ne figure pas parmi la discographie de Stephan Eicher?;Jalousie;Eldorado;Taxi Europa;Louanges;http://fr.wikipedia.org/wiki/Stephan_Eicher
275;Informatique;Quel intrus se cache parmi ces formats de cartes mémoires?;XML;SD;MemoryStick;SmartMedia;http://fr.wikipedia.org/wiki/Carte_mémoire
276;Musique;Quel est le nom du leader du groupe Nine Inch Nails?;Trent Reznor;Jack Johnson;Magyd Cherfi;Hanne Hukkelberg;http://fr.wikipedia.org/wiki/Nine_Inch_Nails
277;Cinéma;Quelle actrice détient le rôle principal dans le film fantastique de Stephen Hopkins 'Les Châtiments'?;Hilary Swank;Kyra Sedgwick;Mariska Hargitay;Mira Sorvino;http://fr.wikipedia.org/wiki/Les_Châtiments_(film)
278;Cinéma;Quelle actrice se rend compte du 'Prix à payer' selon Alexandra Leclère?;Nathalie Baye;Virginie Ledoyen;Catherine Deneuve;Béatrice Dalle;http://fr.wikipedia.org/wiki/Le_Prix_à_payer
279;Cinéma;Quel acteur américain représente à lui seul les films tels que 'Taxi Driver', 'Raging Bull' ou encore 'Heat'?;Robert De Niro;Clint Eastwood;Tom Hanks;Robert Redford;http://fr.wikipedia.org/wiki/Robert_De_Niro_(acteur)
280;Cinéma;En quelle année Philippe Noiret (1930-2006) se fit-il connaître avec le film 'Zazie dans le métro'?;1960;1962;1964;1966;http://fr.wikipedia.org/wiki/Philippe_Noiret
281;Littérature;Quel est le titre du livre écrit en 2005 par John Banville et publié aux éditions Robert Laffont?;La Mer;La Terre;Le Vent;Le Feu;http://fr.wikipedia.org/wiki/John_Banville
282;Gastronomie;Quel ingrédient est-on certain de retrouver dans la recette du risotto au chèvre et aux lardons?;Riz;Poulet;Poivron;Scampi;http://fr.wikipedia.org/wiki/Risotto
283;Culture générale;Comment étaient jadis dénommées les îles Kerguelen?;Iles de la Désolation;Iles de la Tentation;Iles de la Méditation;Iles de la Pendaison;http://fr.wikipedia.org/wiki/Îles_Kerguelen
284;Animaux;Au Mexique, comment est appelé le kinkajou?;Chat de nuit;Chat sauvage;Chat inca;Chat de campagne;http://fr.wikipedia.org/wiki/Kinkajou
285;Musique;Aux côtés de quel musicien Elodie Frégé a-t-elle sorti en 2006 son album 'Le jeu des 7 erreurs'?;Benjamin Biolay;Pascal Obispo;Laurent Voulzy;Etienne Daho;http://fr.wikipedia.org/wiki/Élodie_Frégé
286;Bande dessinée;Qui est le dessinateur de 'Kid Paddle'?;Midam;Midem;Modem;Mudim;http://fr.wikipedia.org/wiki/Kid_Paddle
287;Télévision;Qui détient le rôle principal dans la série télévisée 'Joséphine, ange gardien'?;Mimie Mathy;Véronique Genest;Dominique Lavanant;Florence Pernel;http://fr.wikipedia.org/wiki/Joséphine,_ange_gardien
288;Télévision;Qui détient le rôle principal dans la série télévisée 'Julie Lescaut'?;Véronique Genest;Mimie Mathy;Dominique Lavanant;Florence Pernel;http://fr.wikipedia.org/wiki/Julie_Lescaut
289;Télévision;Qui détient le rôle principal dans la série télévisée 'Sœur Thérèse.com'?;Dominique Lavanant;Mimie Mathy;Véronique Genest;Florence Pernel;http://fr.wikipedia.org/wiki/Sœur_Thérèse.com
290;Télévision;Qui détient le rôle principal dans la série télévisée 'Le juge est une femme'?;Florence Pernel;Mimie Mathy;Véronique Genest;Dominique Lavanant;http://fr.wikipedia.org/wiki/Le_juge_est_une_femme
291;Télévision;Qui détient le rôle principal dans la série télévisée allemande 'Unsolved'?;Thomas Sarbacher;Matthew Fox;Hugh Laurie;Kiefer Sutherland;http://fr.wikipedia.org/wiki/Unsolved
292;Télévision;Qui détient le rôle principal dans la série télévisée américaine 'Lost'?;Matthew Fox;Thomas Sarbacher;Hugh Laurie;Kiefer Sutherland;http://fr.wikipedia.org/wiki/Lost,_les_disparus
293;Télévision;Qui détient le rôle principal dans la série télévisée américaine 'Dr House'?;Hugh Laurie;Thomas Sarbacher;Matthew Fox;Kiefer Sutherland;http://fr.wikipedia.org/wiki/Dr_House
294;Télévision;Qui détient le rôle principal dans la série télévisée américaine '24 heures chrono'?;Kiefer Sutherland;Thomas Sarbacher;Matthew Fox;Hugh Laurie;http://fr.wikipedia.org/wiki/24_heures_chrono
295;Télévision;Qui détient le rôle principal dans la série télévisée américaine 'Bones'?;Emily Deschanel;John Nettles;Paolo Seganti;Anthony LaPaglia;http://fr.wikipedia.org/wiki/Bones
296;Télévision;Qui détient le rôle principal dans la série télévisée britannique 'Inspecteur Barnaby'?;John Nettles;Emily Deschanel;Paolo Seganti;Anthony LaPaglia;http://fr.wikipedia.org/wiki/Inspecteur_Barnaby
297;Télévision;Qui détient le rôle principal dans la série télévisée 'Largo Winch'?;Paolo Seganti;Emily Deschanel;John Nettles;Anthony LaPaglia;http://fr.wikipedia.org/wiki/Largo_Winch_(série_télévisée)
298;Télévision;Qui détient le rôle principal dans la série télévisée américaine 'FBI: Portés disparus'?;Anthony LaPaglia;Emily Deschanel;John Nettles;Paolo Seganti;http://fr.wikipedia.org/wiki/FBI_:_portés disparus
299;Cinéma;Qui sont 'Les Spécialistes' de Patrice Leconte?;Giraudeau et Lanvin;Belmondo et Delon;Delon et Giraudeau;Lanvin et Belmondo;http://fr.wikipedia.org/wiki/Les_Spécialistes
300;Culture générale;Combien y avait-il de candidats au premier tour des présidentielles 2007 en France?;12;11;10;13;http://fr.wikipedia.org/wiki/Élection_présidentielle_en_France
301;Télévision;Laquelle de ces villes ne peut compter sur ses 'Experts'?;San Francisco;Miami;Las Vegas;New York;http://fr.wikipedia.org/wiki/Les_Experts_(série_télévisée)
302;Télévision;Quels sont les prénoms des deux présentatrices du magazine télévisé 'Envoyé spécial' diffusé sur France 2?;Guilaine et Françoise;Marie et Joséphine;Catherine et Stéphanie;Sarah et Florence;http://fr.wikipedia.org/wiki/Envoyé_spécial
303;Cinéma;Qui est le héros dans la plupart des films de Francis Veber?;François Pignon;Gérard Pignon;Marcel Pignon;Roger Pignon;http://fr.wikipedia.org/wiki/Francis_Veber
304;Culture générale;Laquelle de ces informations ne figure pas dans le numéro de Sécurité sociale en France?;Jour de naissance;Année de naissance;Mois de naissance;Sexe;http://fr.wikipedia.org/wiki/Numéro_de_Sécurité_sociale
305;Littérature;En 1963, quel grand poète est mort quelques heures après Edith Piaf (1915-1963)?;Jean Cocteau;Louis Aragon;André Breton;Jacques Prévert;http://fr.wikipedia.org/wiki/Jean_Cocteau
306;Peinture;Lequel de ces célèbres tableaux ne fut pas peint sur une toile?;La Joconde;Guernica;Les Glaneuses;La Balançoire;http://fr.wikipedia.org/wiki/La_Joconde_(Léonard_de_Vinci)
307;Sciences;Si un médecin vous donne un médicament sialagogue, quelle réaction allez-vous probablement avoir?;Saliver;Suer;Eternuer;Pleurer;http://fr.wikipedia.org/wiki/Salive
308;Culture générale;De qui Saint Médard est-il le patron?;Agriculteurs;Fabricants de parapluies;Facteurs;Marins;http://fr.wikipedia.org/wiki/Saint_Médard
309;Culture générale;Un palindrome est un texte qui se lit de gauche à droite et de droite à gauche, comme...;Zeus a été à Suez;Eve a rêvé;Le pape a eu un appel;César rama sec;http://fr.wikipedia.org/wiki/Palindrome
310;Divertissement;Si on fait un baby-foot à 4 par équipes de 2, combien de barres maniera en général chaque joueur?;2;1;3;4;http://fr.wikipedia.org/wiki/Baby-foot
311;Peinture;Quel était le prénom de Van Gogh (1853-1890)?;Vincent;François;René;Marcel;http://fr.wikipedia.org/wiki/Vincent_van_Gogh
312;Cinéma;Dans le film 'Le Père Noël est une ordure', combien de doigts possède le gant tricoté par Thérèse?;3;4;5;6;http://fr.wikipedia.org/wiki/Le_Père_Noël_est_une_ordure
313;Sciences;Pendant leur sommeil, que font les personnes atteintes de ronchopathie?;Elles ronflent;Elles grincent des dents; Elles sont somnambules;Elles parlent tout haut;http://fr.wikipedia.org/wiki/Ronflement
314;Histoire;Les 'rois fainéants' étaient...;Mérovingiens;Carolingiens;Bourbons;Norvégiens;http://fr.wikipedia.org/wiki/Rois_fainéants
315;Culture générale;Qui était représenté sur le tout premier timbre-poste?;La reine Victoria;Abraham Lincoln;Albert Einstein;Laurent le magnifique;http://fr.wikipedia.org/wiki/Timbre_postal
316;Culture générale;Lequel de ces présidents des Etats-Unis ne fut pas membre du parti républicain?;Harry Truman;Theodore Roosevelt;Ronald Reagan;Dwight Eisenhower;http://fr.wikipedia.org/wiki/Parti_républicain_(États-Unis)
317;Langue française;Quel objet ne possède ni 'queue' ni 'tête'?;Chaussure;Epingle;Poêle;Lit;http://fr.wikipedia.org/wiki/Chaussure
318;Cinéma;Lequel de ces films ne réunit pas Alain Delon et Jean-Paul Belmondo sur les écrans?;Rocco et ses frères;Paris brûle-t-il;1 chance sur 2;Borsalino;http://fr.wikipedia.org/wiki/Rocco_et_ses_frères
319;Histoire;En 1963, un mystérieux 'cerveau' organisa le hold-up du train postal reliant quelles villes?;Glasgow à Londres;Liverpool à Brighton;Manchester à York;Cambridge à Oxford;http://fr.wikipedia.org/wiki/Attaque_du_train_postal_Glasgow-Londres
320;Langue française;Lequel de ces noms communs possède deux pluriels?;Idéal;Total;Végétal;Radical;http://fr.wikipedia.org/wiki/Nombre_grammatical
321;Animaux;Contrairement à ce que son nom laisse à penser, combien de pattes au maximum peut avoir un mille-pattes?;750;950;1150;1350;http://fr.wikipedia.org/wiki/Diplopoda
